ID,Time,Title,Course ID
3250,TR: 10:50AM-12:05PM,Classical Civilization in Comm,CLCV-203-01
3024,WF: 1:30PM-2:45PM,Ancient Greece on Film and TV,CLCV-232-01
3025,TR: 1:30PM-2:45PM,Classical Ideals,CLCV-241-01
3245,TR: 1:30PM-2:45PM,Intro to Roman History,CLCV-274-01
3068,TR: 1:30PM-2:45PM,Origins of West Pol Phil,CLCV-334-01
1809,TBA,Independent Study,CLCV-399-01
1548,TBA,Teaching Assistant,CLCV-466-01
