ID,Time,Title,Course ID
3167,TR: 1:30PM-2:45PM,Writing a Crisis,HMTS-118-01
3235,TR: 9:25AM-10:40AM,Powers of Observation,HMTS-119-01
1489,TBA,Teaching Assistant,HMTS-466-01
