ID,Time,Title,Course ID
1019,MWF: 11:30AM-12:45PM,Intens Elemtry German I,GRMN-101-01
1383,MWF: 10:00AM-10:50AM,Intermediate German I,GRMN-201-01
3121,TR: 9:25AM-10:40AM,The Postwar German Film,GRMN-259-01
3123,TR: 1:30PM-2:45PM,Inside the Third Reich,GRMN-268-01
3114,MW: 11:30AM-12:45PM,German Fairytales,GRMN-306-01
1482,TBA,Independent Study,GRMN-399-01
1923,TBA,Teaching Assistant,GRMN-466-01
2432,TBA,Senior Thesis,GRMN-497-01
