ID,Time,Title,Course ID
1943,MWF: 10:00AM-11:15AM,Intensive Modern Hebrew I,HEBR-101-01
3115,MWF: 9:00AM-9:50AM,Intermediate Modern Hebrew I,HEBR-201-01
1592,TBA,Independent Study,HEBR-399-01
1989,TBA,Teaching Assistant,HEBR-466-01
